id,question,concept,answer1,answer2
714,Monica needed help from Erin understanding the benefits because _ had only skimmed the insurance plan.,,Monica,Erin
715,Monica needed help from Erin understanding the benefits because _ had paid attention to the insurance plan.,,Erin,Monica
716,"When I shot the paintball, it didn't go through the window as the _ was strong.",,window,paintball
717,"When I shot the paintball, it didn't go through the window as the _ was weak.",,paintball,window
718,Natalie is worse at distinguishing shades of color than Elena because _ is color blind.,,Natalie,Elena
719,Natalie is worse at distinguishing shades of color than Elena although _ is color blind.,,Elena,Natalie
720,Tanya loved the flavor of thyme in food but Katrina did not. _ grew some basil on their window sill.,,Katrina,Tanya
721,Tanya loved the flavor of thyme in food but Katrina did not. _ grew some thyme on their window sill.,,Tanya,Katrina
722,John applied some pressure on the pimple but it did not burst. It seems the _ is weak.,,pressure,pimple
723,John applied some pressure on the pimple but it did not burst. It seems the _ is hard.,,pimple,pressure
724,Randy went to an ice cream shop because he had a coupon and met Michael there. _ paid full price.,,Michael,Randy
725,Randy went to an ice cream shop because he had a coupon and met Michael there. _ paid only half price.,,Randy,Michael
726,Randy worked very hard in high school but Adam goofed around a lot. _ didn't get a scholarship to college.,,Adam,Randy
727,Randy worked very hard in high school but Adam goofed around a lot. _ got a scholarship to college.,,Randy,Adam
728,Mark was in the drill of gathering proof that proved his company engaged in Age Discrimination but the _ was too much.,,drill,proof
729,Mark was in the drill of gathering proof that proved his company engaged in Age Discrimination but the _ was not sufficient.,,proof,drill
730,Its important to choose your character's personality. You want either adamant or jolly. The _ personality makes you have better attack.,,adamant,jolly
731,Its important to choose your character's personality. You want either adamant or jolly. The _ personality makes you happier.,,jolly,adamant
732,The went to paint the bed room with the roller brush but the room needed another pass of the _ .,,roller brush,paint
733,They went to paint the bed room with the roller brush because the room needed another coat of the _ .,,paint,roller brush
734,Eric wanted to add lots of ginger to the meal but Hunter stopped him. _ liked spicy food.,,Eric,Hunter
735,Eric wanted to add lots of ginger to the meal but Hunter stopped him. _ liked mild food.,,Hunter,Eric
736,"Ben wanted to avoid cleaning the poop and pee that his dog did. However, he found the _ easier to clean because it was dry.",,poop,pee
737,"Ben wanted to avoid cleaning the poop and pee that his dog did. However, he found the _ easier to clean because it was wet.",,pee,poop
738,"Mark wanted to shrink his leather jacket in a bin, but the _ was too large.",,leather jacket,bin
739,"Mark wanted to shrink his leather jacket in a bin, but the _ was too small.",,bin,leather jacket
740,"Mary was prone to depression while Monica was not, because _ was a naturally optimistic person.",,Mary,Monica
741,"Mary was prone to depression while Monica was not, because _ was a naturally pessimistic person.",,Monica,Mary
742,"Robert told Brian that he thought that is wife was cheating on him, so _ chose to hire a private detective.",,Robert,Brian
743,"Robert told Brian that he thought that is wife was cheating on him, so _ recomended that he hire a private detective.",,Brian,Robert
744,"Jessica was more hungry than Elena, so _ ordered a steak instead of ramen noodles.",,Jessica,Elena
745,"Jessica was more hungry than Elena, so _ ordered ramen noodles instead of a steak.",,Elena,Jessica
746,Mike went to serve Michelle some beans from the pot onto the plate couldn't put many because the _ was too small.,,plate,pot
747,Mike went to serve Michelle some beans from the pot onto the plate couldn't put many because the _ was so big.,,pot,plate
748,"The tailor called Megan to say her coat was finished, so she asked her assistant Patricia to get it. _ gave her the car to drive to the tailor shop.",,Megan,Patricia
749,"The tailor called Megan to say her coat was finished, so she asked her assistant Patricia to get it. _ drove the car to the tailor shop.",,Patricia,Megan
750,"The ship risked being overcome by the wave, as the _ was so gigantic in comparison.",,wave,ship
751,"The ship risked being overcome by the wave, as the _ was so tiny in comparison.",,ship,wave
752,"Samantha was generally faster at running than Jessica, so it was surprising when _ lost the race by a large margin.",,Samantha,Jessica
753,"Samantha was generally faster at running than Jessica, so it was surprising when _ won the race by a large margin.",,Jessica,Samantha
754,"At school, Tanya loves games, while Monica is always focused on studying, so _ is more serious.",,Monica,Tanya
755,"At school, Tanya loves games, while Monica is always focused on studying, so _ is more creative.",,Tanya,Monica
756,Lindsey did not feel the drip that got Jessica wet because _ was under the leaky spot in the roof.,,Jessica,Lindsey
757,Lindsey did not feel the drip that got Jessica wet because _ was away from the leaky spot in the roof.,,Lindsey,Jessica
758,Sarah confided in Laura that she had cheated on her boyfriend.  _ was sorry.,,Sarah,Laura
759,Sarah confided in Laura that she had cheated on her boyfriend.  _ was horrified.,,Laura,Sarah
760,The woman cooked the casserole for 30 minutes longer than the pizza because the _ was frozen.,,casserole,pizza
761,The woman cooked the casserole for 30 minutes longer than the pizza because the _ was defrosted.,,pizza,casserole
762,James needed to reduce the sound of his music whenever he is in the neighborhood because the _ is loud.,,music,neighborhood
763,James needed to reduce the sound of his music whenever he is in the neighborhood because the _ is quiet.,,neighborhood,music
764,"Even though Kenneth had just started playing cricket while Logan had been playing for several years, _ scored fewer goals that day.",,Logan,Kenneth
765,"Even though Kenneth had just started playing cricket while Logan had been playing for several years, _ scored more goals that day.",,Kenneth,Logan
766,"Angela found it very rewarding to help Christine with their homework, which made _ feel thankful.",,Christine,Angela
767,"Angela found it very rewarding to help Christine with their homework, which made _ feel useful.",,Angela,Christine
768,"Neil put a lot of unwanted focus onto Donald, because _ is someone who doesn't care about their desire for isolation.",,Neil,Donald
769,"Neil put a lot of unwanted focus onto Donald, because _ is someone who doesn't defend their desire for isolation.",,Donald,Neil
770,Jason found visiting the gym more soothing than Donald. _ had always found working out as stress relief difficult.,,Donald,Jason
771,Jason found visiting the gym more soothing than Donald. _ had always found working out as stress relief came naturally.,,Jason,Donald
772,Carrie didn't want to sell the business to Cynthia because _ was offering a price that was too low.,,Cynthia,Carrie
773,Carrie didn't want to sell the business to Cynthia because _ thought the price was too low.,,Carrie,Cynthia
774,"I wanted to showcase my music skills by playing the violin while my brother played the piano. Unfortunately, no one heard me because the _ was too loud.",,piano,violin
775,"I wanted to showcase my music skills by playing the violin while my brother played the piano. Unfortunately, no one heard me because the _ was too quiet.",,violin,piano
776,"Racing against the clock, she caught up to her cab, but still missed her train.  The _ had still left too late.",,cab,train
777,"Racing against the clock, she caught up to her cab, but still missed her train.  The _ had still left too early.",,train,cab
778,James went to fill up the barrel with the bucket but found that the _ was full.,,barrel,bucket
779,James went to fill up the barrel with the bucket but found that the _ was empty.,,bucket,barrel
780,The served coffee in the old cups rather than the new glass mugs because the _ were already clean.,,cups,mugs
781,The served coffee in the old cups rather than the new glass mugs because the _ were not washed.,,mugs,cups
782,William showed Randy how to replace the paneling in his home.  _ was talented.,,William,Randy
783,William showed Randy how to replace the paneling in his home.  _ was grateful.,,Randy,William
784,"Samuel tried on the old hat, but Craig did not, and as a result _ did not find lice in their hair.",,Craig,Samuel
785,"Samuel tried on the old hat, but Craig did not, and as a result _ found lice in their hair.",,Samuel,Craig
